dstport,protocol,tag
5,reserved,SV_2
5,compaq-peer,SV_1
4,udp,SV_5
1,trunk-2,SV_2
5,snp,SV_1
1,sctp,SV_2
4,chaos,SV_3
1,gre,SV_5
1,anyhostprotocol,SV_3
4,irtp,SV_2
3,wb-expak,SV_4
3,pgm,SV_1
1,icmp,SV_3
1,idrp,SV_5
2,ethernet,SV_5
3,larp,SV_4
5,sat-mon,SV_1
1,wb-mon,SV_2
5,srp,SV_5
4,a/n,SV_1
3,srp,SV_4
1,shim6,SV_1
3,ah,SV_4
5,iso-tp4,SV_5
4,udplite,SV_3
1,anyhostprotocol,SV_1
5,mobility header,SV_4
5,rsvp-e2e-ignore,SV_5
4,rsvp-e2e-ignore,SV_5
4,crtp,SV_4
5,st,SV_5
4,anyprivencscheme,SV_3
4,visa,SV_2
3,tlsp,SV_5
4,igmp,SV_4
2,aris,SV_4
4,larp,SV_3
1,merit-inp,SV_1
1,bbn-rcc-mon,SV_5
1,vines,SV_5
1,ddp,SV_2
5,ipip,SV_1
5,argus (deprecated),SV_3
2,fc,SV_1
1,iatp,SV_5
1,anyhostprotocol,SV_4
3,bbn-rcc-mon,SV_4
3,bna,SV_4
3,sscopmce,SV_5
3,il,SV_5
1,ipv6-opts,SV_2
3,skip,SV_1
2,hopopt,SV_4
2,vrrp,SV_4
5,snp,SV_3
3,ospfigp,SV_2
1,wb-mon,SV_2
2,rdp,SV_1
2,kryptolan,SV_5
3,idpr,SV_5
3,pvp,SV_4
2,hopopt,SV_5
5,ipv6-route,SV_1
2,ipv6,SV_4
3,emcon,SV_2
2,rsvp,SV_1
1,pnni,SV_3
3,prm,SV_1
1,vrrp,SV_5
2,ddx,SV_2
4,rsvp-e2e-ignore,SV_4
2,sdrp,SV_3
1,narp,SV_5
4,bna,SV_5
5,bna,SV_4
4,iso-tp4,SV_3
1,ipcomp,SV_3
5,vines,SV_4
3,egp,SV_3
5,mobility header,SV_2
3,pgm,SV_3
4,idrp,SV_4
5,iso-ip,SV_4
1,encap,SV_5
3,xnet,SV_1
4,igmp,SV_3
3,vines,SV_2
1,ipv6,SV_3
5,tlsp,SV_5
3,wesp,SV_2
1,rdp,SV_5
1,fire,SV_1
1,ipv6-frag,SV_5
5,micp (deprecated),SV_1
4,anydfs,SV_3
5,trunk-1,SV_5
1,pim,SV_1
1,udplite,SV_4
3,st,SV_4
3,sps,SV_1
3,idpr,SV_5
3,leaf-1,SV_4
3,xtp,SV_5
5,leaf-2,SV_2
3,nsfnet-igp,SV_3
1,pim,SV_1
4,cftp,SV_1
5,uti,SV_2
1,vmtp,SV_1
5,ggp,SV_1
3,pnni,SV_2
4,rdp,SV_1
3,emcon,SV_5
2,nsfnet-igp,SV_1
3,trunk-2,SV_3
2,trunk-1,SV_3
5,merit-inp,SV_1
3,ospfigp,SV_5
1,aris,SV_5
3,sscopmce,SV_4
2,pipe,SV_2
5,ipv6,SV_5
5,ippc,SV_4
4,ipv6-nonxt,SV_2
1,hopopt,SV_3
2,mtp,SV_2
1,scps,SV_3
3,stp,SV_3
3,stp,SV_5
5,pgm,SV_1
4,ah,SV_4
4,xtp,SV_2
2,compaq-peer,SV_4
1,dccp,SV_5
1,idpr-cmtp,SV_3
5,sscopmce,SV_4
2,fc,SV_2
5,shim6,SV_4
3,ptp,SV_5
3,trunk-2,SV_5
2,wesp,SV_5
1,narp,SV_3
1,xns-idp,SV_5
2,netblt,SV_5
5,skip,SV_5
2,cftp,SV_4
5,anylocalnetwork,SV_4
5,micp (deprecated),SV_3
1,3pc,SV_3
4,i-nlsp,SV_3
1,crudp,SV_2
1,ippc,SV_2
1,leaf-2,SV_5
5,secure-vmtp,SV_5
2,il,SV_1
4,hmp,SV_1
5,ipcomp,SV_5
5,crtp,SV_5
3,argus (deprecated),SV_1
5,rohc,SV_5
3,ethernet,SV_1
1,egp,SV_3
5,hip,SV_1
4,gmtp,SV_1
4,igp,SV_5
4,il,SV_2
3,rdp,SV_2
1,shim6,SV_4
2,cpnx,SV_1
1,cphb,SV_2
2,ddx,SV_2
3,vrrp,SV_1
1,ipcomp,SV_4
1,manet,SV_1
5,esp,SV_1
3,smp,SV_5
5,i-nlsp,SV_5
5,rdp,SV_1
1,rvd,SV_5
1,pup,SV_1
1,mtp,SV_1
4,aggfrag,SV_3
3,br-sat-mon,SV_3
5,tcf,SV_2
1,icmp,SV_5
4,scc-sp,SV_1
4,iplt,SV_5
4,bbn-rcc-mon,SV_1
4,anyprivencscheme,SV_1
4,stp,SV_5
4,nsh,SV_5
2,xtp,SV_5
1,fire,SV_4
1,br-sat-mon,SV_2
2,esp,SV_2
4,ipv4,SV_3
5,cftp,SV_3
3,dccp,SV_1
1,srp,SV_4
3,srp,SV_2
3,br-sat-mon,SV_4
2,ax.25,SV_5
2,ifmp,SV_3
5,rdp,SV_5
4,ipcv,SV_3
1,ggp,SV_1
4,vines,SV_5
2,sat-expak,SV_2
3,ptp,SV_5
2,vrrp,SV_3
3,nsfnet-igp,SV_5
4,trunk-2,SV_3
5,anydfs,SV_1
5,igmp,SV_5
3,leaf-1,SV_2
5,3pc,SV_5
5,hip,SV_3
1,vines,SV_5
3,wsn,SV_3
3,wesp,SV_1
4,visa,SV_5
4,ddx,SV_1
2,sun-nd,SV_3
2,prm,SV_5
3,a/n,SV_3
4,fire,SV_3
2,icmp,SV_2
5,ipip,SV_1
1,ifmp,SV_2
3,etherip,SV_3
4,any0hopprotocol,SV_4
1,idpr-cmtp,SV_2
1,il,SV_5
1,igp,SV_4
5,dsr,SV_5
4,esp,SV_3
3,irtp,SV_2
5,mfe-nsp,SV_1
2,ipv6-route,SV_5
5,gmtp,SV_4
2,mux,SV_3
5,xns-idp,SV_4
1,ipv6,SV_5
5,manet,SV_2
3,sctp,SV_5
5,ptp,SV_1
2,egp,SV_3
3,bbn-rcc-mon,SV_5
3,scc-sp,SV_1
1,nsfnet-igp,SV_1
5,ipv6-nonxt,SV_1
5,anyhostprotocol,SV_2
4,tcp,SV_1
3,3pc,SV_2
4,ggp,SV_3
5,ipv6-nonxt,SV_1
2,udp,SV_1
5,dccp,SV_1
4,rsvp-e2e-ignore,SV_2
3,fc,SV_4
2,ipv6-route,SV_2
3,rsvp,SV_4
2,crtp,SV_5
1,ipv6-route,SV_1
5,trunk-1,SV_3
2,idrp,SV_5
4,idrp,SV_2
1,rsvp-e2e-ignore,SV_1
2,anyhostprotocol,SV_1
5,min-ipv4,SV_3
3,mfe-nsp,SV_5
2,isis over ipv4,SV_1
3,stp,SV_4
3,ipcomp,SV_1
3,leaf-2,SV_3
1,mtp,SV_4
3,sctp,SV_1
5,igp,SV_3
4,snp,SV_5
4,wesp,SV_2
1,dccp,SV_3
5,vrrp,SV_1
4,trunk-2,SV_3
2,nsh,SV_1
2,snp,SV_4
4,iso-tp4,SV_3
1,vines,SV_4
2,vines,SV_1
5,bbn-rcc-mon,SV_1
1,sps,SV_3
1,tcp,SV_1
5,tcf,SV_4
5,dgp,SV_5
3,ipv6-frag,SV_5
5,compaq-peer,SV_5
2,narp,SV_3
3,wb-mon,SV_4
1,ethernet,SV_1
1,wesp,SV_2
1,il,SV_1
4,mpls-in-ip,SV_3
1,crudp,SV_2
2,ippc,SV_2
1,leaf-1,SV_1
4,encap,SV_1
4,idrp,SV_1
1,tlsp,SV_1
1,sctp,SV_4
3,udplite,SV_4
3,chaos,SV_4
3,xnet,SV_2
4,igmp,SV_4
2,icmp,SV_5
2,esp,SV_3
2,ipv6-opts,SV_2
2,cpnx,SV_2
1,i-nlsp,SV_3
5,st,SV_3
4,ipx-in-ip,SV_4
1,merit-inp,SV_3
3,narp,SV_3
3,eigrp,SV_5
5,iso-tp4,SV_5
4,snp,SV_1
4,esp,SV_1
5,egp,SV_1
4,larp,SV_1
2,pgm,SV_3
2,wb-mon,SV_5
3,ddp,SV_2
3,anylocalnetwork,SV_5
3,gmtp,SV_5
3,ifmp,SV_1
4,pvp,SV_5
3,a/n,SV_2
2,emcon,SV_2
4,sat-expak,SV_5
5,fire,SV_1
2,irtp,SV_4
2,pnni,SV_4
2,skip,SV_5
1,il,SV_1
3,wb-mon,SV_2
1,compaq-peer,SV_1
1,merit-inp,SV_4
3,ippc,SV_3
5,mux,SV_5
5,ipv6-icmp,SV_1
1,egp,SV_5
3,mpls-in-ip,SV_5
4,sm (deprecated),SV_5
5,secure-vmtp,SV_4
1,idrp,SV_2
1,dgp,SV_2
3,isis over ipv4,SV_3
2,micp (deprecated),SV_3
5,sm (deprecated),SV_2
4,sun-nd,SV_4
4,leaf-2,SV_5
1,tcf,SV_4
4,fire,SV_1
3,merit-inp,SV_5
2,sprite-rpc,SV_1
1,vrrp,SV_3
1,sun-nd,SV_3
2,visa,SV_5
4,sctp,SV_1
2,pup,SV_5
3,ipv6-icmp,SV_3
4,snp,SV_2
4,cbt,SV_3
4,xns-idp,SV_5
4,trunk-2,SV_2
3,xns-idp,SV_3
2,ipv6-route,SV_3
1,micp (deprecated),SV_2
3,udplite,SV_2
4,secure-vmtp,SV_3
5,irtp,SV_2
5,igmp,SV_5
4,tcp,SV_2
4,wesp,SV_1
1,ipv6-route,SV_1
1,iatp,SV_2
4,ipv6-icmp,SV_3
3,tp++,SV_3
4,ippc,SV_2
5,visa,SV_1
4,uti,SV_5
4,qnx,SV_2
4,ipcomp,SV_1
3,pup,SV_4
3,fire,SV_1
4,encap,SV_4
3,ptp,SV_3
1,ippc,SV_5
3,idpr-cmtp,SV_5
4,mux,SV_3
2,kryptolan,SV_1
5,smp,SV_5
2,dgp,SV_5
5,chaos,SV_1
5,ippc,SV_1
2,ifmp,SV_3
1,st,SV_3
2,hmp,SV_3
2,igp,SV_5
5,narp,SV_3
3,gmtp,SV_5
3,ipcv,SV_5
5,crtp,SV_1
5,ptp,SV_3
2,ipip,SV_3
4,qnx,SV_3
4,xnet,SV_3
4,xtp,SV_5
4,kryptolan,SV_3
4,iplt,SV_2
1,wesp,SV_3
5,eigrp,SV_2
2,hopopt,SV_3
3,ipv6-route,SV_3
3,irtp,SV_5
1,isis over ipv4,SV_3
1,isis over ipv4,SV_5
5,xtp,SV_3
4,nsfnet-igp,SV_1
1,tlsp,SV_1
3,scc-sp,SV_3
3,iatp,SV_5
3,iptm,SV_1
1,mobility header,SV_4
2,bna,SV_2
1,sctp,SV_2
1,ipcv,SV_5
5,bbn-rcc-mon,SV_1
1,scc-sp,SV_2
2,prm,SV_5
5,wb-mon,SV_4
3,cbt,SV_3
4,ipv4,SV_1
5,wsn,SV_3
2,cftp,SV_2
1,ipcv,SV_2
4,ddp,SV_1
3,crudp,SV_4
4,ipv6-frag,SV_2
5,nvp-ii,SV_1
5,vrrp,SV_2
4,cftp,SV_5
2,prm,SV_3
4,mfe-nsp,SV_3
1,ipcv,SV_4
2,ax.25,SV_2
4,anyhostprotocol,SV_2
5,anyprivencscheme,SV_3
1,udp,SV_1
1,ipcomp,SV_2
5,kryptolan,SV_3
1,fire,SV_2
2,sat-mon,SV_3
4,udplite,SV_1
1,rsvp-e2e-ignore,SV_5
4,sat-expak,SV_1
4,sprite-rpc,SV_3
1,sscopmce,SV_1
4,ipv6-icmp,SV_5
3,igmp,SV_1
1,cpnx,SV_1
5,a/n,SV_3
1,aris,SV_3
5,sat-mon,SV_2
5,sat-expak,SV_3
2,pvp,SV_3
5,mtp,SV_2
1,anyhostprotocol,SV_5
5,xnet,SV_1
3,udp,SV_4
3,ippc,SV_1
1,tlsp,SV_3
1,xnet,SV_4
4,ipv4,SV_4
4,anyhostprotocol,SV_3
1,snp,SV_3
1,prm,SV_2
1,ifmp,SV_3
3,idpr,SV_4
4,egp,SV_1
5,ethernet,SV_3
4,xtp,SV_2
4,ipcomp,SV_2
5,a/n,SV_4
1,ddx,SV_3
1,hmp,SV_4
3,srp,SV_2
5,ipv6-route,SV_1
2,ifmp,SV_3
5,sun-nd,SV_5
3,cphb,SV_4
2,ipv4,SV_3
4,anylocalnetwork,SV_2
3,crudp,SV_3
4,vines,SV_5
5,ipv6-route,SV_5
2,wesp,SV_1
4,cftp,SV_5
1,sdrp,SV_1
2,pvp,SV_4
5,ipcv,SV_3
2,wsn,SV_2
1,fire,SV_1
3,udp,SV_2
1,ptp,SV_1
1,anyprivencscheme,SV_4
1,ddx,SV_5
4,ethernet,SV_3
4,vines,SV_3
3,vines,SV_5
3,rvd,SV_3
3,3pc,SV_3
1,idpr-cmtp,SV_5
5,wsn,SV_2
4,hopopt,SV_5
4,snp,SV_5
3,sdrp,SV_3
3,udplite,SV_4
3,bna,SV_2
3,xns-idp,SV_5
5,pgm,SV_1
1,eigrp,SV_3
3,a/n,SV_5
3,iso-tp4,SV_3
5,tlsp,SV_5
1,bbn-rcc-mon,SV_3
2,vrrp,SV_4
5,ah,SV_5
5,wesp,SV_1
3,iatp,SV_3
5,egp,SV_2
1,micp (deprecated),SV_4
2,tcp,SV_5
5,sat-mon,SV_1
1,min-ipv4,SV_3
3,mobility header,SV_5
3,ax.25,SV_4
3,netblt,SV_4
3,crtp,SV_3
2,cpnx,SV_4
4,qnx,SV_1
4,trunk-2,SV_1
3,ipv6-icmp,SV_3
1,reserved,SV_2
3,rdp,SV_2
3,trunk-1,SV_5
5,ipcv,SV_2
2,ethernet,SV_4
4,rvd,SV_4
2,etherip,SV_3
5,anyprivencscheme,SV_3
4,cpnx,SV_1
2,vines,SV_2
2,iptm,SV_2
1,stp,SV_1
2,cftp,SV_2
4,iptm,SV_4
4,mpls-in-ip,SV_3
2,cbt,SV_5
2,etherip,SV_3
5,ipx-in-ip,SV_5
3,scps,SV_1
3,shim6,SV_4
4,ifmp,SV_4
4,wsn,SV_2
4,st,SV_1
3,ipip,SV_5
4,ippc,SV_3
3,encap,SV_1
2,vrrp,SV_5
5,mux,SV_5
2,ipcomp,SV_1
4,leaf-2,SV_3
5,3pc,SV_4
4,ipv4,SV_1
5,narp,SV_4
1,l2tp,SV_4
4,gre,SV_4
4,ipcv,SV_2
5,ifmp,SV_5
3,bna,SV_3
4,pgm,SV_5
2,trunk-2,SV_5
1,manet,SV_2
3,merit-inp,SV_4
5,anyhostprotocol,SV_5
4,crtp,SV_2
5,sat-expak,SV_1
5,leaf-2,SV_4
4,idrp,SV_5
3,visa,SV_2
4,leaf-2,SV_2
4,srp,SV_1
3,visa,SV_4
3,iatp,SV_5
3,xtp,SV_5
1,fc,SV_1
2,narp,SV_2
3,xtp,SV_3
5,anyprivencscheme,SV_2
2,etherip,SV_5
1,mfe-nsp,SV_5
4,ptp,SV_1
3,wesp,SV_3
1,vmtp,SV_2
1,emcon,SV_2
1,ethernet,SV_5
3,manet,SV_2
4,ipv6-nonxt,SV_1
4,etherip,SV_4
5,chaos,SV_4
5,cpnx,SV_1
5,nvp-ii,SV_4
2,sm (deprecated),SV_2
1,nvp-ii,SV_5
1,wsn,SV_5
4,larp,SV_2
3,netblt,SV_1
5,xtp,SV_1
5,rohc,SV_3
4,vmtp,SV_5
4,ddp,SV_3
5,reserved,SV_5
3,fc,SV_5
2,hmp,SV_5
1,ggp,SV_4
4,ptp,SV_5
2,reserved,SV_1
3,ax.25,SV_1
3,pup,SV_1
3,wesp,SV_5
5,any0hopprotocol,SV_2
4,tcf,SV_2
3,etherip,SV_3
3,stp,SV_1
5,iatp,SV_1
5,dsr,SV_3
2,trunk-1,SV_1
2,cftp,SV_2
5,argus (deprecated),SV_2
1,scps,SV_5
2,gmtp,SV_3
4,fire,SV_2
1,cftp,SV_2
3,idrp,SV_5
4,iatp,SV_4
2,srp,SV_2
2,ipv6-opts,SV_2
4,sat-mon,SV_4
1,iatp,SV_3
1,hip,SV_4
3,emcon,SV_1
4,sscopmce,SV_2
5,kryptolan,SV_2
4,idpr,SV_4
2,tlsp,SV_3
1,wb-expak,SV_2
2,any0hopprotocol,SV_1
2,anydfs,SV_2
2,fire,SV_4
5,xns-idp,SV_4
3,leaf-1,SV_4
2,min-ipv4,SV_4
2,sps,SV_1
3,qnx,SV_2
4,anyprivencscheme,SV_3
5,ax.25,SV_1
4,isis over ipv4,SV_3
4,anydfs,SV_1
5,sun-nd,SV_5
1,tcp,SV_2
3,min-ipv4,SV_1
4,sat-expak,SV_3
3,br-sat-mon,SV_3
4,nsfnet-igp,SV_1
3,ethernet,SV_5
4,sdrp,SV_5
1,l2tp,SV_4
3,fire,SV_5
3,mux,SV_2
4,aggfrag,SV_2
2,dcn-meas,SV_3
4,dccp,SV_5
2,dccp,SV_1
1,egp,SV_4
2,visa,SV_1
4,vmtp,SV_1
5,encap,SV_2
4,anyhostprotocol,SV_4
1,ipcv,SV_1
3,pipe,SV_4
2,fire,SV_1
1,tcp,SV_4
5,mfe-nsp,SV_5
1,hmp,SV_1
2,nsh,SV_5
3,scps,SV_1
3,dgp,SV_1
4,scc-sp,SV_5
5,cpnx,SV_1
5,fire,SV_5
2,wb-expak,SV_4
5,qnx,SV_2
2,wb-mon,SV_2
2,chaos,SV_3
4,vmtp,SV_4
5,xnet,SV_1
1,ethernet,SV_5
2,min-ipv4,SV_2
5,ggp,SV_5
4,scc-sp,SV_5
4,3pc,SV_3
3,crudp,SV_4
5,eigrp,SV_1
3,br-sat-mon,SV_3
5,tlsp,SV_4
2,iplt,SV_2
5,pvp,SV_3
5,cbt,SV_3
2,uti,SV_5
2,esp,SV_1
3,pim,SV_5
1,pnni,SV_1
4,a/n,SV_4
1,ipv6-frag,SV_1
3,ah,SV_2
1,vrrp,SV_1
1,cpnx,SV_1
2,leaf-1,SV_3
5,trunk-2,SV_5
1,sm (deprecated),SV_4
5,merit-inp,SV_4
3,sscopmce,SV_2
1,anyprivencscheme,SV_3
4,isis over ipv4,SV_4
2,mtp,SV_1
5,i-nlsp,SV_4
4,udplite,SV_3
4,rsvp-e2e-ignore,SV_4
2,pnni,SV_5
4,ipv6-opts,SV_1
1,nsfnet-igp,SV_3
5,iptm,SV_1
2,sat-mon,SV_4
4,ipv6,SV_3
1,secure-vmtp,SV_2
4,wb-mon,SV_3
5,wb-mon,SV_2
3,netblt,SV_1
2,mtp,SV_5
5,min-ipv4,SV_2
2,mfe-nsp,SV_3
3,sps,SV_5
1,iatp,SV_4
1,mfe-nsp,SV_2
2,sat-expak,SV_3
2,etherip,SV_4
1,trunk-1,SV_4
3,ddp,SV_1
2,dccp,SV_2
2,pgm,SV_1
5,wesp,SV_3
4,st,SV_5
4,pgm,SV_1
1,rsvp,SV_4
1,swipe (deprecated),SV_3
4,pvp,SV_3
5,pgm,SV_4
3,anydfs,SV_4
1,mux,SV_1
1,hmp,SV_4
3,bna,SV_2
3,ethernet,SV_1
3,ah,SV_4
1,isis over ipv4,SV_5
1,hmp,SV_5
1,merit-inp,SV_4
4,idpr,SV_4
3,igp,SV_4
5,netblt,SV_2
2,ptp,SV_4
5,ospfigp,SV_1
4,leaf-1,SV_5
4,nsh,SV_5
4,argus (deprecated),SV_3
4,st,SV_5
5,mux,SV_3
2,any0hopprotocol,SV_5
5,min-ipv4,SV_4
3,iplt,SV_5
2,rsvp,SV_3
5,ipcv,SV_5
1,udp,SV_1
1,hmp,SV_1
3,sprite-rpc,SV_1
3,secure-vmtp,SV_5
1,pim,SV_5
1,argus (deprecated),SV_2
3,ddp,SV_4
4,leaf-1,SV_4
2,wb-expak,SV_1
4,gmtp,SV_5
2,trunk-1,SV_5
2,mux,SV_1
1,ifmp,SV_3
1,mpls-in-ip,SV_2
3,sm (deprecated),SV_3
4,manet,SV_5
4,ipv4,SV_2
5,nsh,SV_3
1,iplt,SV_3
3,ipx-in-ip,SV_1
5,a/n,SV_5
1,pim,SV_2
5,dgp,SV_5
2,nvp-ii,SV_3
4,compaq-peer,SV_3
4,anyhostprotocol,SV_4
4,crudp,SV_4
2,nsfnet-igp,SV_5
4,tcp,SV_3
4,xtp,SV_5
2,mtp,SV_4
2,anyhostprotocol,SV_1
5,iptm,SV_3
4,any0hopprotocol,SV_4
1,fc,SV_1
4,fc,SV_1
4,secure-vmtp,SV_1
1,esp,SV_1
5,tlsp,SV_2
1,ipip,SV_3
1,dgp,SV_3
4,sat-expak,SV_3
3,aggfrag,SV_2
4,ipv6-frag,SV_1
2,iptm,SV_3
3,visa,SV_5
3,irtp,SV_1
3,idpr-cmtp,SV_3
5,sscopmce,SV_1
5,dcn-meas,SV_1
2,reserved,SV_4
5,pgm,SV_3
5,xtp,SV_2
5,narp,SV_2
5,cftp,SV_3
4,ipcomp,SV_5
3,wb-expak,SV_2
5,nsfnet-igp,SV_5
5,wesp,SV_5
1,sm (deprecated),SV_4
1,ifmp,SV_1
2,fc,SV_5
5,nvp-ii,SV_2
3,ptp,SV_4
1,manet,SV_5
1,trunk-1,SV_5
3,aggfrag,SV_2
1,bna,SV_4
3,tcf,SV_5
1,ax.25,SV_1
2,reserved,SV_1
5,trunk-1,SV_4
1,dgp,SV_5
1,cpnx,SV_5
2,bbn-rcc-mon,SV_5
1,pipe,SV_3
2,sm (deprecated),SV_2
2,etherip,SV_3
3,isis over ipv4,SV_1
2,rsvp-e2e-ignore,SV_4
1,mpls-in-ip,SV_1
3,ipv6,SV_4
5,tcp,SV_3
1,bbn-rcc-mon,SV_2
4,ethernet,SV_2
5,vmtp,SV_3
1,scps,SV_4
5,qnx,SV_5
2,3pc,SV_5
5,sprite-rpc,SV_2
5,etherip,SV_2
1,prm,SV_1
4,vines,SV_5
4,leaf-1,SV_5
3,rsvp-e2e-ignore,SV_3
4,hip,SV_4
2,ipx-in-ip,SV_1
5,uti,SV_4
1,hip,SV_3
3,icmp,SV_5
5,rohc,SV_4
2,ippc,SV_1
2,trunk-1,SV_5
3,udp,SV_1
2,secure-vmtp,SV_1
5,srp,SV_4
5,srp,SV_2
4,ipx-in-ip,SV_2
4,vmtp,SV_3
2,shim6,SV_3
4,ggp,SV_5
1,crtp,SV_4
2,wsn,SV_4
3,anyhostprotocol,SV_1
5,vrrp,SV_5
1,ipcv,SV_3
4,micp (deprecated),SV_4
1,scps,SV_3
4,idpr-cmtp,SV_4
1,a/n,SV_2
4,gre,SV_1
2,nvp-ii,SV_5
1,anydfs,SV_3
3,udplite,SV_3
3,srp,SV_3
2,cftp,SV_5
1,xtp,SV_5
1,tlsp,SV_4
2,xns-idp,SV_3
2,wesp,SV_3
1,iplt,SV_1
3,etherip,SV_1
5,ax.25,SV_1
4,ipv6-route,SV_1
3,ptp,SV_5
4,aggfrag,SV_1
4,micp (deprecated),SV_3
1,udp,SV_1
3,compaq-peer,SV_4
4,iptm,SV_4
3,ipcv,SV_1
3,cbt,SV_3
1,tlsp,SV_4
1,ipv4,SV_5
5,xnet,SV_3
5,ipv6,SV_3
4,ethernet,SV_1
2,irtp,SV_1
5,scc-sp,SV_3
2,anyprivencscheme,SV_1
1,gre,SV_5
5,snp,SV_2
2,srp,SV_5
5,eigrp,SV_2
4,ipv6-nonxt,SV_1
3,3pc,SV_1
3,ethernet,SV_3
3,rohc,SV_3
5,i-nlsp,SV_3
1,fc,SV_4
4,crtp,SV_4
1,cphb,SV_5
2,dgp,SV_1
1,wb-mon,SV_1
5,snp,SV_5
2,kryptolan,SV_1
4,egp,SV_1
2,dccp,SV_5
2,dsr,SV_3
1,leaf-2,SV_3
4,ipv6-frag,SV_3
3,idrp,SV_1
1,sdrp,SV_3
3,dgp,SV_1
4,hmp,SV_3
2,narp,SV_2
4,fire,SV_3
5,igmp,SV_5
4,narp,SV_4
1,rvd,SV_5
5,srp,SV_2
1,il,SV_4
5,merit-inp,SV_3
5,rdp,SV_5
2,ax.25,SV_4
4,trunk-2,SV_4
3,uti,SV_3
2,mpls-in-ip,SV_3
4,gre,SV_2
5,pup,SV_5
1,idpr,SV_5
1,hopopt,SV_3
5,igp,SV_2
1,crtp,SV_1
1,mfe-nsp,SV_4
2,fire,SV_4
4,dcn-meas,SV_2
1,skip,SV_4
1,tcf,SV_5
1,uti,SV_3
3,compaq-peer,SV_3
3,aggfrag,SV_3
2,xnet,SV_1
2,vmtp,SV_2
3,vrrp,SV_3
2,igp,SV_4
1,ipv6,SV_4
1,reserved,SV_3
4,fire,SV_5
4,cftp,SV_5
2,ipv6-route,SV_2
3,ggp,SV_1
2,nsfnet-igp,SV_1
2,dsr,SV_1
5,vmtp,SV_2
3,nsfnet-igp,SV_1
5,wesp,SV_5
1,ddp,SV_2
2,snp,SV_2
4,i-nlsp,SV_5
3,sm (deprecated),SV_5
3,igp,SV_2
3,tcp,SV_1
1,udp,SV_5
3,shim6,SV_5
4,tcf,SV_4
3,iplt,SV_5
4,br-sat-mon,SV_3
5,cpnx,SV_3
5,ddx,SV_1
2,fc,SV_3
2,il,SV_3
3,skip,SV_3
1,pim,SV_5
4,anydfs,SV_4
4,sat-expak,SV_1
4,ptp,SV_2
5,hopopt,SV_2
1,idrp,SV_4
3,sprite-rpc,SV_5
4,iatp,SV_5
4,scps,SV_2
1,srp,SV_4
3,igmp,SV_1
3,isis over ipv4,SV_2
3,qnx,SV_3
1,emcon,SV_2
5,pim,SV_2
5,ethernet,SV_2
4,iptm,SV_5
3,xns-idp,SV_5
1,ospfigp,SV_2
5,ipx-in-ip,SV_2
5,pgm,SV_5
2,i-nlsp,SV_2
5,dccp,SV_2
4,xtp,SV_2
3,rvd,SV_2
5,i-nlsp,SV_4
2,ipv6-route,SV_5
3,encap,SV_3
2,hip,SV_5
3,secure-vmtp,SV_1
3,sm (deprecated),SV_2
2,hopopt,SV_5
3,netblt,SV_5
2,dgp,SV_3
1,sdrp,SV_2
1,xns-idp,SV_5
2,mux,SV_5
1,ipx-in-ip,SV_3
2,tcp,SV_2
2,egp,SV_1
3,rsvp,SV_5
1,ipv6-nonxt,SV_5
3,anyprivencscheme,SV_3
3,wb-mon,SV_4
5,ggp,SV_1
1,3pc,SV_2
3,reserved,SV_1
1,srp,SV_5
4,sat-mon,SV_1
1,crudp,SV_4
4,crudp,SV_1
2,visa,SV_2
2,micp (deprecated),SV_1
1,wb-expak,SV_5
4,sat-expak,SV_4
2,scc-sp,SV_4
4,aggfrag,SV_1
3,aris,SV_4
2,sps,SV_3
5,crtp,SV_1
3,rsvp,SV_1
3,leaf-2,SV_3
2,ipx-in-ip,SV_4
3,esp,SV_4
1,tp++,SV_3
4,ipv6-route,SV_3
4,emcon,SV_3
2,xtp,SV_2
2,xns-idp,SV_1
1,iplt,SV_2
4,argus (deprecated),SV_1
4,a/n,SV_3
5,anyprivencscheme,SV_4
1,bbn-rcc-mon,SV_1
3,reserved,SV_1
5,tlsp,SV_4
2,igmp,SV_1
3,argus (deprecated),SV_5
3,ipv6,SV_5
4,aggfrag,SV_4
5,gre,SV_5
3,rohc,SV_2
5,etherip,SV_5
5,anydfs,SV_4
3,sat-expak,SV_4
4,ipv6,SV_5
2,anydfs,SV_5
5,eigrp,SV_5
5,ipcv,SV_1
4,anyhostprotocol,SV_5
4,sat-mon,SV_2
2,cftp,SV_5
2,3pc,SV_5
4,pup,SV_4
3,pup,SV_5
1,fc,SV_1
3,i-nlsp,SV_2
1,br-sat-mon,SV_5
2,reserved,SV_1
4,sprite-rpc,SV_3
5,ggp,SV_5
3,xnet,SV_5
2,sat-expak,SV_5
2,hmp,SV_3
1,wb-mon,SV_2
5,sctp,SV_3
2,idpr-cmtp,SV_5
4,idrp,SV_3
4,mpls-in-ip,SV_4
3,xnet,SV_1
4,icmp,SV_3
4,cpnx,SV_4
2,eigrp,SV_1
4,eigrp,SV_5
5,iso-ip,SV_5
2,gre,SV_3
3,pgm,SV_4
3,eigrp,SV_2
5,reserved,SV_3
1,pnni,SV_2
4,pim,SV_2
1,fire,SV_4
2,idpr-cmtp,SV_4
2,bbn-rcc-mon,SV_5
5,skip,SV_5
1,uti,SV_4
2,nvp-ii,SV_1
1,dsr,SV_5
2,etherip,SV_3
3,ifmp,SV_3
2,nsh,SV_5
